No.,FECHA NOTICIA,FUENTE,NOMBRE COLUMNISTA/ ESCRITOR,TEMA GENERAL DE NOTICIA,TIPO DE NOTICIA,TITULAR / NOMBRE NOTICIA,SECTOR (BARRIO / LOCALIDAD),DESCRIPCIÓN NOTICIA,OPORTUNIDAD DE INTERVENCIÓN ,LINK DE CONSULTA 
91,"sábado, septiembre 10, 2022",El Nuevo Día,Jorge Cuéllar,Trabajo,Negativa,Ibagué sin comedores comunitarios,El oasis,"Cientos de personas vulnerables están afectadas desde marzo del presente año, a raíz del cierre de los comedores comunitarios en la ciudad, lugar a los cuales asistían, sin falta, niños, niñas y adolescentes, así como personas de la tercera edad.

Estos puntos, que en su momento recibían a las personas para brindarles un plato de comida balanceado y saludable, solo muestran vestigios de lo que en su momento fueron, es decir, espacios incluyentes donde se fomentaba el compañerismo y la sana convivencia. Además del llamado de la comunidad para que se habilite el funcionamiento de estos centros, no fueron pocas las quejas que se presentaron en torno a la calidad y el estado de la infraestructura en las que se presta este servicio a la comunidad.

Pisos percudidos, techos deteriorados y baños en pésimo estado, fueron las condiciones en las que encontramos el comedor comunitario en el barrio El Oasis, el cual, según la presidenta de la junta de acción comunal, no cumple algunos requisitos para operar.",controles regulatorios  y seguimiento,http://www.elnuevodia.com.co/nuevodia/ibague/494673-ibague-sin-comedores-comunitarios
92,"sábado, septiembre 10, 2022",El Nuevo Día,El Nuevo Día,Seguridad,Neutral,Capturado en Ibagué adulto mayor que expendía droga,Matallana,"Mediante una diligencia de allanamiento y registro realizada en el barrio Matallana de Ibagué, la Seccional de Investigación Criminal en articulación con la fiscalía general de la Nación, logró la captura en flagrancia de un hombre de 65 años conocido como ‘Pantera’ por el delito de fabricación, tráfico y porte de estupefacientes.

Además de la incautación de: 500 dosis de marihuana. Elementos para la dosificación de la sustancia estupefaciente: $912.000 en efectivo Invitamos a la comunidad a denunciar la presencia de personas vendiendo sustancias estupefacientes en las calles, viviendas, parques, alrededores de colegios y universidades a la línea 167 Antidrogas, 123 o el cuadrante más cercano.",Acciones contra el narcotráfico,http://www.elnuevodia.com.co/nuevodia/judicial/494688-capturado-en-ibague-adulto-mayor-que-expendia-droga
93,"sábado, septiembre 10, 2022",Pulzo,Pulzo,Movilidad,Neutral,"Nueva norma de tránsito para moteros confundió a más de uno, pero ya despejaron dudas",Ciudad de Ibagué en general,"Se incrementa el uso de chalecos, chaquetas y diferentes prendas reflectivas por parte de motociclistas en la ciudad de Ibagué, en el departamento del Tolima.

Según lo indicado por varios pobladores, el hecho se debe a un video que circula por redes sociales donde el comandante de Tránsito de Ibagué, Jesús Antonio Prado, leyó unos artículos sobre la nueva norma que rige para las personas que se transportan en este tipo de vehículo.

Rubén Calderón, vocero de la Veeduría Ciudadana, Veemovil, le recordó a los motociclistas que las luces delanteras y traseras deben estar siempre encendidas, con las direccionales en correcto funcionamiento y portar un casco acorde a la norma.",controles regulatorios  y seguimiento,https://www.pulzo.com/nacion/motos-es-obligatorio-usar-chaleco-reflectivo-todo-dia-PP1869092A
94,"sábado, septiembre 10, 2022",Ondas de Ibagué,Daniel García,Seguridad,Negativa,Cárcel para un hombre en Ibagué por homicidio,El Salado,"Gracias a los elementos materiales probatorios y evidencia física recauda por la policía judicial, la Fiscalía General de la Nación imputó cargos y logró medida de aseguramiento intramuros en contra de Diego Mauricio Mora por los delitos de homicidio agravado en concurso con fabricación, tráfico o porte ilegal de armas de fuego o municiones.

El procesado es señalado de haber acabado con la vida de Heriberto Fajardo el 27 de marzo del año 2022 en la invasión conocida como asentamiento Territorio de Paz en el barrio El Salado de Ibagué (Tolima).

El indiciado al parecer accionó una escopeta en contra del hombre de 54 años quien murió en un centro hospitalario debido a la gravedad de las heridas sufridas.",Planes de incremento de seguridad,https://www.ondasdeibague.com/noticias/principales/59-destacadas/46123-carcel-para-un-hombre-en-ibague-por-homicidio
95,"sábado, septiembre 10, 2022",Pulzo,Pulzo,Política,Neutral,Denuncian que concejal que no madruga se disfraza de Jhonny Depp para matonear a colega,Ciudad de Ibagué en general,"A grandes rasgos, pareciera que la relación entre los concejales Linda Perdomo y Orlando Rodríguez no tuviera síntomas de mejoría alguna. Durante la vigencia de sus cargos como cabildantes, varias disputas han visto la luz pública por diferentes motivos, lo cual ha detonado la ‘paciencia’ de la mujer en múltiples ocasiones.

Durante una sesión extraordinaria en el Concejo de Ibagué, la cabildante Linda Perdomo debatía sobre la viabilidad jurídica de aceptar la renuncia del comunicador Rubén Darío Correa a su investidura como concejal. Sin embargo, durante su intervención, la cabildante frenó en seco y llamó la atención del presidente debido a algunos comentarios del concejal Rodríguez Morales.

A la fecha, se conoce que el cabildante Rodríguez Morales ‘ostenta’ de múltiples requerimientos por sus cuestionables acciones. Ante la Fiscalía, aún cursa un proceso por injuria y hostigamientos contra la cabildante.",controles regulatorios  y seguimiento,https://www.pulzo.com/nacion/pelea-concejales-ibague-presunto-caso-matoneo-PP1858018A
96,"sábado, septiembre 10, 2022",Ecos del Combeima,Miguel Angel Figueroa,Movilidad,Negativa,Automóvil se volcó en horas de la madrugada en Ibagué,Ambalá,"Un grave accidente de tránsito se registró en horas de la madrugada en la ciudad de Ibagué, luego que el conductor de un vehículo particular perdiera el control de su rodante. Según se pudo establecer el automóvil marca Chevrolet terminó volcado, producto de las circunstancias que son materia de investigación por parte de las autoridades.

Vale la pena señalar que la novedad aconteció a eso de la una de la mañana a la altura de la avenida Ambalá con calle 38 carril bajando, de tal forma que la movilidad por la zona estuvo reducida. De este modo, al lugar llegó la Policía ñ, los agentes de tránsito y personal de la red de ambulancias de Ibagué, con el objetivo de adelantar las actuaciones correspondientes.",Planes de mejoras en seguridad vial,https://www.ecosdelcombeima.com/judicial/nota-199725-automovil-se-volco-en-horas-de-la-madrugada-en-ibague
97,"sábado, septiembre 10, 2022",Ondas de Ibagué,Daniel García,Seguridad,Negativa,Cárcel para sujeto que fue descubierto en flagrancia con marihuana en Ibagué,Matallana,"En cabeza de un fiscal adscrito al grupo de Estructura de Apoyo de la Seccional Tolima la Policía Nacional logró la captura en flagrancia de Omar Machado Medina, durante una diligencia de registro y allanamiento en un inmueble ubicado en el barrio Matallana de Ibagué con 446.5 gramos de marihuana y elementos propios para el empaque y procesamiento de sustancias estupefacientes.

Le fue impuesta medida de aseguramiento de detención preventiva en centro carcelario que fue solicitada por el ente acusador. Las autoridades allanaron este lugar con el fin de verificar información que daba cuenta de que en lugar se almacenaban estupefacientes para su posterior comercialización.

Es así como al llegar al lugar en mención la policía judicial de la Sijin encontró en el sitio vasijas y recipientes con vestigios de sustancia con características semejantes a la marihuana; elementos para empaque como bolsas con sello hermético; cigarrillos de marihuana; papelillo utilizado para armarlos y una máquina artesanal.",Acciones contra el narcotráfico,https://ondasdeibague.com/noticias/principales/65-destacadas-2/46127-carcel-para-sujeto-que-fue-descubierto-en-flagrancia-con-marihuana-en-ibague
98,"sábado, septiembre 10, 2022",Alerta Tolima,Yeison Andrés López Castañeda,Seguridad,Negativa,¡Desgraciados! Roban patineta a niño sin brazos ni piernas en Ibagué,Villa del Sol,"Un indignante caso conoció la redacción judicial de las noticias de La Cariñosa 1.420 AM, en el que un menor de edad fue víctima de la delincuencia. Se pudo establecer que le hurtaron la patineta a un menor edad en condición de discapacidad, que tiene focomelia tetramelia, la cual es una malformación de origen teratogénico que consiste en la ausencia de huesos y músculos en las extremidades superiores o inferiores.

En comunicación con Vanessa Rojas, madre del pequeño, señaló que en las afueras de su vivienda ubicada en el barrio Villa del Sol, se registró el lamentable hecho donde en situaciones extrañas se le llevaron la patineta al niño.",Planes de incremento de seguridad,https://www.alertatolima.com/noticias/judicial/desgraciados-roban-patineta-nino-sin-brazos-ni-piernas-en-ibague
99,"domingo, septiembre 11, 2022",A la luz Publica,A la luz Publica,Movilidad,Neutral,El Gobernador Orozco Espera pronta solución vial entre Cajamarca e Ibagué,Cajamarca e Ibagué,"EL mandatario de los tolimenses confía en que la ANI, en un tiempo no superior a mes y medio, defina la mejor alternativa para intervenir los puntos críticos de la doble calzada.",Supervisión de mantenimientos viales,https://www.alaluzpublica.com/gobernador-orozco-espera-pronta-solucion-vial-entre-cajamarca-e-ibague/
100,"domingo, septiembre 11, 2022",Q'hubo Ibagué,Jorge Cuéllar,Movilidad,Negativa,Séptima etapa está ‘acabada’,El Jordán,"El estado de varias calles de la Séptima Etapa del Jordán es lamentable. Con el pasar de los meses, algunas calzadas se han tornado intransitables. Hace meses que la Administración municipal se comprometió a intervenir varios corredores viales de este sector, pero hasta la fecha no les han ‘metido mano’.",pavimentación de vía,https://www.qhuboibague.com/blog/septima-etapa-esta-acabada/135284/
101,"domingo, septiembre 11, 2022",Q'hubo Ibagué,Q'hubo Ibagué,Educación,Negativa,El calor es infernal y peor sin agua,Las Américas,"Debido a la construcción del megacolegio, el rector Lamberto García decidió alquilar un apartamento en el barrio Las Américas para que los más pequeños recibieran clases.


“Es un primer piso muy pequeño. No tiene ventilación y el calor es insoportable. El espacio es muy reducido. Ese lugar no es apto para ellos”, dijeron.
",Sedes educativas idoneas,https://www.qhuboibague.com/blog/el-calor-es-infernal-y-peor-sin-agua/135291/
102,"domingo, septiembre 11, 2022",Q'hubo Ibagué,Q'hubo Ibagué,Política,Neutral,Presentes en la posesión,Ciudad de Ibagué en general,"Diferentes políticos locales viajaron el domingo a la Capital de la República, no sólo a darse tremendo ‘champú’, si no a seguir conquistando el apoyo del nuevo mandatario.  

Una de las congresistas que se mostró muy feliz en la posesión fue Olga B., actual representante a la Cámara por el Tolima. La empresaria mojó la pantalla de medios nacionales, pues estuvo muy cerca de la familia presidencial. ",-,https://www.qhuboibague.com/blog/presentes-en-la-posesion/132970/
103,"domingo, septiembre 11, 2022",Q'hubo Ibagué,Q'hubo Ibagué,Política,Neutral,Ahora sí renunció,Ciudad de Ibagué en general,"Johana Aranda ya no es la secretaria de Salud de Ibagué. El jueves renunció al cargo, al parecer, por ser candidata a la alcaldía de Ibagué. 

“Hoy inicio un nuevo camino en el cual seguiré trabajando por el bienestar de los ibaguereños, sirviendo a la comunidad y a mi ciudad”, expresó en redes sociales. ",Conocimiento de postulantes políticos,https://www.qhuboibague.com/blog/ahora-si-renuncio/132190/
104,"domingo, septiembre 11, 2022",Alerta Tolima,Columnista Invitado,Política,Negativa,El gobierno nacional atiende el clamor de los colombianos,Ciudad de Ibagué en general,"Los cobros excesivos en las facturas de servicios públicos se han convertido en la “gota que rebosa la copa”, para todos los colombianos; no sólo afecta a personas que viven del ingreso diario, sino también a empresarios que forman parte del movimiento de la economía nacional.Ha sido reiterado nuestro llamado frente a la situación que están viviendo todos los ciudadanos, y en nuestro caso, los hogares tolimenses, visualizando las exageradas cifras que se cobran mes tras mes por el servicio de la energía.",-,https://www.alertatolima.com/opinion/el-gobierno-nacional-atiende-el-clamor-de-los-colombianos
105,"domingo, septiembre 11, 2022",El Irreverente,El Irreverente,Economía,Positiva,Con éxito se realizó en Ibagué el primer Nacional de Natación con Aletas,Ciudad de Ibagué en general,"El primer Campeonato Nacional de Natación con Aletas en piscina corta contó con el aval de la Federación Colombiana de Actividades Subacuáticas, Fedecas, organizado por la Liga de Actividades Subacuáticas del Tolima, Lastol, y el club deportivo Halcones Marinos.

Durante tres días, nadadores de las ligas del Meta, Risaralda, Fuerzas Armadas, Valle, Bogotá y Tolima, en las categorías infantil, juvenil y mayores, demostraron sus habilidades, flexibilidad y movimientos en las piscinas semiolímpicas del Centro Recreacional Lagos Club Comfatolima.",-,https://elirreverenteibague.com/noticia/15017/Con-%C3%A9xito-se-realiz%C3%B3-en-Ibagu%C3%A9-el-primer-Nacional-de-Nataci%C3%B3n-con-Aletas-
106,"domingo, septiembre 11, 2022",La Nación,Ricardo Areiza,Economía,Positiva,Así va la economía regional,Ciudad de Ibagué en general,"Al terminar el primer semestre del año, la tasa de desempleo se redujo en más de cinco puntos porcentuales en Neiva, Florencia e Ibagué comparativamente con  junio de 2021.

La mayor reducción del desempleo se presentó en Neiva donde, a su vez, la tasa de ocupación se incrementó por encima del total nacional (4,8 puntos porcentuales). La capital huilense alcanzó una tasa de desempleo de 11,3 y una  tasa de ocupación del 53,9%. En Ibagué fue del 14,3% y en Florencia 14,4%.",-,https://www.lanacion.com.co/asi-va-la-economia-regional/
107,"domingo, septiembre 11, 2022",Q'hubo Ibagué,Q'hubo Ibagué,Política,Neutral,Ahora sí renunció,Ciudad de Ibagué en general,"Johana Aranda ya no es la secretaria de Salud de Ibagué. El jueves renunció al cargo, al parecer, por ser candidata a la alcaldía de Ibagué. 

“Hoy inicio un nuevo camino en el cual seguiré trabajando por el bienestar de los ibaguereños, sirviendo a la comunidad y a mi ciudad”, expresó en redes sociales. ",Conocimiento de postulantes políticos,https://www.qhuboibague.com/blog/ahora-si-renuncio/132190/
108,"domingo, septiembre 11, 2022",Ecos del Combeima,Ecos del Combeima,Economía,Negativo,Así se mueven los precios de varios medicamentos en algunas droguerías,Ciudad de Ibagué en general,"El incremento de las enfermedades respiratorias a raíz de la extensa temporada de lluvias que recientemente afrontó Ibagué, elevó la demanda de medicamentos en las droguerías. Sin embargo, no todos los establecimientos tienen precios uniformes y tampoco coinciden en algunas presentaciones.

Aunque en la mayoría de casos se trata de medicina básica que suele tener un consumo permanente en los hogares, al parecer hace falta estandarización a la hora de consultar un mismo producto en cadenas diferentes que operan dentro de la ciudad.",Supervisioón de precios,https://www.ecosdelcombeima.com/economia/nota-199780-asi-se-mueven-los-precios-de-varios-medicamentos-en-algunas-droguerias
109,"domingo, septiembre 11, 2022",Emisora Ondas de Ibague,Daniel García,Salud,Negativa,Polideportivo del Maracaná de Ibagué: entre el olvido y abandono,Ciudad de Ibagué en general,"La situación es tan compleja, que el nefasto estado de la piscina está generando problemas de salud pública en los residentes de la zona en ruinas.

Una grave denuncia conoció Ondas de Ibagué sobre el mal estado del Polideportivo Maracaná, ubicado al sur de esta capital, en el cual de acuerdo con el denunciante está en un abandono rotundo por parte de la administración local.",,https://ondasdeibague.com/noticias/principales/65-destacadas-2/46137-polideportivo-del-maracana-de-ibague-entre-el-olvido-y-abandono
110,"lunes, septiembre 12, 2022",El Irreverente,Camilo Ernesto Ossa,Economía,Neutral ,La energía al alza,Ciudad de Ibagué en general,"El incremento en el costo de la tarifa del servicio de energía eléctrica en Colombia, ha sido blanco del debate en los últimos días y más ahora, con el anuncio del presidente Gustavo Petro de “asumir”, a través del Ministerio de Minas y Energía, la competencia regulatoria en materia tarifaria, hasta ahora en cabeza de la Comisión de Regulación de Energía y Gas –CREG.",-,https://elirreverenteibague.com/noticia/15019/La-energ%C3%ADa-al-alza
111,"lunes, septiembre 12, 2022",Ecos del Combeima,Camilo Patiño,Trabajo,Negativa,"Concejal Jaime Tocora denuncia ""acciones aisladas y paquidérmicas"" en torno al desempleo",Ciudad de Ibagué en general,"El desempleo de Ibagué representa uno de los principales retos para las autoridades gubernamentales, es por eso que el concejal Jaime Tocora cuestiona a la Alcaldía al considerar que no han existido ""estrategias pertinentes"" para catapultar la generación de puestos de trabajo.",Ofertas de empleo,https://www.ecosdelcombeima.com/ibague/nota-199818-concejal-jaime-tocora-denuncia-acciones-aisladas-y-paquidermicas-en-torno-al
112,"lunes, septiembre 12, 2022",Caracol Radio ,Harold Bonilla,Política,Neutral ,“Dependemos de la voluntad política de los gobiernos”: Darío Ortiz Robledo,Ciudad de Ibagué en general,El presidente del Museo de Arte del Tolima Darío Ortiz Robledo manifestó que los ingresos y sostenimiento de este escenario depende en gran medida de los convenios que pueda suscribir con entidades como la Gobernación y la Alcaldía de Ibagué.,-,https://caracol.com.co/emisora/2022/09/12/ibague/1662974911_227827.html
113,"lunes, septiembre 12, 2022",Ecos del Combeima,Camilo Patiño,Trabajo,Positiva,“Ahora sí vemos el avance”: Ricardo Zarta sobre a la calle 103 de Ibagué,Ciudad de Ibagué en general,"Tras las críticas ocasionadas por los retrasos en la ejecución de obra, la calle 103 de Ibagué, en el tramo que comunica la avenida Ambalá con la carrera 5a, al parecer ahora sí expone avances significativos que prometen alcanzar su terminación en el corto plazo.",Supervisión a obras viales,https://www.ecosdelcombeima.com/ibague/nota-199808-ahora-si-vemos-el-avance-ricardo-zarta-sobre-la-calle-103-de-ibague
114,"lunes, septiembre 12, 2022",Ecos del Combeima,Ecos del Combeima,Seguridad,Positiva,Capturaron a alias 'Pantera' en Ibagué luego de un allanamiento,Ciudad de Ibagué en general,Este sujeto fue sorprendido en posesión de una gran cantidad de estupefacientes y abundante dinero en efectivo producto de la comercialización de las sustancias.,Planes de acciones en contra de bandas criminales,https://www.youtube.com/watch?v=yit37Ne2UqY
115,"lunes, septiembre 12, 2022",El Nuevo Día,EL NUEVO DÍA Indira Orfa Tatiana Rojas / Gerardo Alberto Canales / Leidy Lorena Barbosa.,Educación,Positiva,1.397 docentes del Tolima cursaron Maestría en Educación en la UT,Ciudad de Ibagué en general,"La Alcaldía de Ibagué financió estudios de Maestría a 97 docentes en servicio, con una inversión de 2.824 millones de pesos.",-,http://www.elnuevodia.com.co/nuevodia/otros/educacion/494694-1397-docentes-del-tolima-cursaron-maestria-en-educacion-en-la-ut
116,"lunes, septiembre 12, 2022","Fiscalía General
de la Nación",PAAM/FAGH/ET/DST,Política,Negativa,Acusado formalmente alcalde de Ibagué y exgerente del Imdri por uso del estadio para el cumpleaños del hijo del mandatario,Ciudad de Ibagué en general,"La Fiscalía General de la Nación acusó formalmente al alcalde de Ibagué, Andrés Fabián Hurtado Barrera, y al exgerente del Instituto Municipal para el Deporte y la Recreación (Imdri), Alejandro Ortiz Ortiz, por el delito de peculado por uso, al haber utilizado el estadio Manuel Murillo Toro para festejarle el cumpleaños número 13 al hijo del mandatario, el 6 de marzo del año 2021.",-,https://www.fiscalia.gov.co/colombia/noticias/acusado-formalmente-alcalde-de-ibague-y-exgerente-del-imdri-por-uso-del-estadio-para-el-cumpleanos-del-hijo-del-mandatario/
117,"lunes, septiembre 12, 2022",Caracol Radio ,Harold Bonilla,Política,Positiva,“Cajas de Compensación deben contribuir a la integración social”: Pérez,Ciudad de Ibagué en general,"Durante su visita a Ibagué el superintendente de subsidio familiar, Luis Guillermo Pérez, explicó que bajo el actual gobierno el objetivo es lograr que las cajas de compensación estén contribuyendo a la integración social además que estas entidades estén comprometidas con el Plan Nacional de Desarrollo y al proyecto de Paz Total.",-,https://caracol.com.co/emisora/2022/09/13/ibague/1663030033_214788.html
118,"lunes, septiembre 12, 2022",El Irreverente,Región,Política,Neutral,“No vamos a seguir permitiendo los abusos que comete Celsia con los tolimenses”: Miguel Barreto,Ciudad de Ibagué en general,"Este lunes 12 de septiembre, el Senado abrió sus puertas para recibir a senadores, concejales y periodistas para debatir temas coyunturales. Entre los exponentes, estuvo el senador Miguel Ángel Barreto por el Partido Conservador, quien desde la Comisión 5 del Senado, citó a debate de control político a la ministra de Minas y Energía Irene Vélez, poniendo a debate las altas tarifas en algunos servicios públicos como el de energía eléctrica y aseo, aspectos que afectan en gran medida al Tolima.",-,https://elirreverenteibague.com/noticia/15036/%E2%80%9CNo-vamos-a-seguir-permitiendo-los-abusos-que-comete-Celsia-con-los-tolimenses%E2%80%9D:-Miguel-Barreto--
119,"lunes, septiembre 12, 2022",Ecos del Combeima,Camilo Patiño,Salud,Negativa,Exceso de 'chulos' en la Plaza La 28 de Ibagué,"Ibagué, Plaza la 28","En redes sociales circula un video aficionado que muestra el exceso de 'chulos' en la Plaza La 28 de Ibagué. La presencia masiva de los animales al parecer pone en riesgo la salubridad de la zona y dificulta el tránsito de vehículos sobre el corredor vial posterior.

Héctor Gordillo, ciudadano que grabó las imágenes y que además se autoproclama próximo candidato al Concejo, puso en 'tela de juicio' la vigilancia de la Secretaría de Salud Municipal, y advirtió que algunos establecimientos comerciales en otros sectores de la ciudad sí tienen permanentes visitas.",Supervisión de vías públicas,https://www.ecosdelcombeima.com/ibague/nota-199860-video-exceso-de-chulos-en-la-plaza-la-28-de-ibague
120,"lunes, septiembre 12, 2022",El Nuevo Día,Hélmer Parra,Movilidad,Neutral,Ministro de Transporte revisó la malla vial que favorecería la movilidad entre Cajamarca - Ibagué,Cajamarca - Ibagué,"El jefe de esa cartera visitó las obras de la segunda calzada que aporta al desarrollo de ambos municipios y expresó su disposición al diálogo con los diferentes actores sociales.


Con el interés de verificar el estado de la malla vial, los puntos críticos para la seguridad vial y las obras que se requieren, el ministro de Transporte, Guillermo Francisco Reyes González, realizó un recorrido por la doble calzada que comunica Ibagué con Cajamarca el anterior viernes.",Supervisión de obras viales,http://www.elnuevodia.com.co/nuevodia/tolima/494751-ministro-de-transporte-reviso-la-malla-vial-que-favoreceria-la-movilidad-entre
121,"lunes, septiembre 12, 2022",Ecos del Combeima,Camilo Patiño,Seguridad,Negativa,"""La delincuencia ha crecido"": concejal William Rosas",Ciudad de Ibagué en general,"A raíz del aparente incremento de los casos de hurto en Ibagué, el concejal William Rosas recordó que recientemente se llevó a cabo un debate de control político en el que el ex comandante de la Policía Metropolitana, William Baracaldo, ""salió furioso"" por la exposición de varios escenarios que comprometían la seguridad.

""Hoy puedo demostrar que se han aumentado los hechos y los registros. Algunas modalidades delictivas empiezan a aumentar cuando las teníamos señaladas en cero; se incrementó el hurto a automotores y el fleteo"", sostuvo el cabildante de Alianza Verde.",Mejorar la seguridad,https://www.ecosdelcombeima.com/ibague/nota-199789-la-delincuencia-ha-crecido-concejal-william-rosas
122,"lunes, septiembre 12, 2022",El Nuevo Día,Redacción Economía,Economía,Negativa,Sigue golpeando la inflación al comercio de Ibagué,Ciudad de Ibagué en general,"El informe de Calidad de Vida Ibagué 2022, de Ibagué Cómo Vamos, expuso un registro comparativo detallado del porcentaje de inflación de la ciudad en contraste con el panorama nacional. Ibagué se encuentra entre las 10 ciudades con mayor IPC (Índice del Precio al Consumidor) en el país, según la variación mensual reportada para el mes de Agosto.",-,http://www.elnuevodia.com.co/nuevodia/economica/494759-sigue-golpeando-la-inflacion-al-comercio-de-ibague
123,"lunes, septiembre 12, 2022",Caracol Radio,Julio Montiel,Seguridad,Positiva,"Alias ""El Perro"" era el terror de las droguerías de Ibagué",Ciudad de Ibagué en general,"Las autoridades de Ibagué dieron a conocer la captura de un sujeto identificado como Diego Fernando Avilés Vidales, hombre responsable de cuatro casos de hurto perpetrados en establecimientos comerciales entre el 31 de julio y el 25 de agosto del presente año.

Avilés Vidales, conocido en el mundo del hampa como ´El Perro´, se había especializado en el robo a mano armada a droguerías, sedes de apuestas y a personas en general, en su mayoría los casos se registraron en sitios que eran atendidos por mujeres.",-,https://caracol.com.co/emisora/2022/09/12/ibague/1663019743_989448.html
124,"lunes, septiembre 12, 2022",El Irreverente,El Irreverente,Seguridad,Positiva,¡Tras las rejas! Sujetos fueron capturados por robar establecimientos comerciales en Ibagué,Ciudad de Ibagué en general,"En un trabajo realizado por la Seccional de Investigación Criminal se logró tres capturas aisladas de actores delincuenciales que se dedicaban al hurto de establecimientos comerciales y a personas.

Mediante un trabajo articulado entre Policía Nacional y la Fiscalía General de la Nación, tres sujetos fueron capturados por el delito de hurto calificado y agravado.",-,https://elirreverenteibague.com/noticia/15033/%C2%A1Tras-las-rejas!-Sujetos-fueron-capturados-por-robar-establecimientos-comerciales-en-Ibagu%C3%A9
125,"lunes, septiembre 12, 2022",El Nuevo Día,Redacción Ibagué,Movilidad,Neutral,¿Y para cuándo el arreglo de las vías en Ibagué?,Ciudad de Ibagué en general,"Recientemente se hizo el anuncio por parte de la Secretaría de Infraestructura, la adjudicación de un presupuesto equivalente a $13.686 millones, para el contrato de mantenimiento y rehabilitación de la malla vial en Ibagué. 

La intervención se tiene programada para 52 calles ubicadas en comunas diferentes de la ciudad.",Supervisión de obras viales,http://www.elnuevodia.com.co/nuevodia/ibague/494764-y-para-cuando-el-arreglo-de-las-vias-en-ibague
126,"lunes, septiembre 12, 2022",El Irreverente,El Irreverente,Política,Positivo,Alcaldía de Ibagué invita a la conformación de veedurías ciudadanas del PAE,Ciudad de Ibagué en general,"La Administración Ibagué Vibra, consciente de la importancia del ejercicio del control social propositivo y proactivo, invita a los ciudadanos ibaguereños a que constituyan veedurías ciudadanas para realizar vigilancia al Programa de Alimentación Escolar, que permita su mejoramiento continuo y la garantía de los derechos de los niños y jóvenes.

Los interesados en conformar una veeduría encontrarán todos los requisitos, procedimiento y objetivos de la misma en la Ley 850 de 2003, que regula de manera nacional lo concerniente a este mecanismo de control social.",-,https://elirreverenteibague.com/noticia/15030/Alcald%C3%ADa-de-Ibagu%C3%A9-invita-a-la-conformaci%C3%B3n-de-veedur%C3%ADas-ciudadanas-del-PAE
127,"lunes, septiembre 12, 2022",Emisora Ondas de Ibague,Daniel García,Seguridad,Positiva,Capturado un hombre en Ibagué por el delito de homicidio agravado,"Montecarlo, Ibagué","La Policía Metropolitana de Ibagué informó que uniformados del cuadrante 12 del CAI Salado lograron la captura de un hombre de 53 años de edad que era requerido mediante orden judicial por el delito de homicidio agravado.  

La captura se registró en el barrio Montecarlo, cuando este individuo en un registro a persona y solicitud de antecedentes figura en el sistema que es solicitado por el Tribunal Superior del Distrito Judicial de Buga. ",-,https://ondasdeibague.com/noticias/judiciales/46154-capturado-un-hombre-en-ibague-por-el-delito-de-homicidio-agravado
128,"lunes, septiembre 12, 2022",Emisora Ondas de Ibague,Daniel García,Economía,Negativa,Ediles de Ibagué siguen a la espera del pago de sus honorarios,Ciudad de Ibagué en general,"Nuevamente ediles de Ibagué denuncian incumplimientos en los pagos de sus honorarios por sesiones en el mes de julio, los cuales a la fecha no han sido cancelados y siguen a la espera que la administración local gire los pagos.

Didier Villegas, edil de la comuna 7 de Ibagué, denunció que está cansado de esta situación y espera que les paguen las sesiones del periodo de junio y julio.",-,http://www.ondasdeibague.com/noticias/ibague/46155-ediles-de-ibague-siguen-a-la-espera-del-pago-de-sus-honorarios
129,"lunes, septiembre 12, 2022",El Irreverente,El Irreverente,Política,Neutral,El DANE realiza encuestas de percepción y seguridad ciudadana en Ibagué,Ciudad de Ibagué en general,"Desde el primero de septiembre hasta el 15 de noviembre de este año, se realiza la encuesta de Convivencia y Seguridad Ciudadana, tanto en el área urbana como rural de la Capital Musical, recolectando y procesando información aleatoria en diferentes sectores de la ciudad.

“Estamos realizando la encuesta para determinar un índice de lo que está pasando en cuanto a acciones delictivas cometidas en la ciudad”, enfatizó Jairo José Trujillo, asistente técnico parte operativa DANE.",-,https://elirreverenteibague.com/noticia/15034/El-DANE-realiza-encuestas-de-percepci%C3%B3n-y-seguridad-ciudadana-en-Ibagu%C3%A9
130,"lunes, septiembre 12, 2022",El Nuevo Día,César Picón,Política,Negativo,La mala hora de los servicios públicos,Ciudad de Ibagué en general,"El jueves y viernes de la semana pasada se presentaron severos cortes de luz en Ibagué, una emisora de la ciudad informó que fueron más de 60 barrios que permanecieron sin el servicio por algunas horas, como es costumbre ni un comunicado ni explicación por parte de la empresa de energía. Las quejas por los frecuentes apagones ya son pan de cada día.",-,http://www.elnuevodia.com.co/nuevodia/opinion/columnistas/cesar-picon/494757-la-mala-hora-de-los-servicios-publicos
