No.,FECHA NOTICIA,FUENTE,NOMBRE COLUMNISTA/ ESCRITOR,TEMA GENERAL DE NOTICIA,TIPO DE NOTICIA,TITULAR / NOMBRE NOTICIA,SECTOR (BARRIO / LOCALIDAD),DESCRIPCIÓN NOTICIA,OPORTUNIDAD DE INTERVENCIÓN ,LINK DE CONSULTA 
59,"viernes, septiembre 09, 2022",El Nuevo Día,El Nuevo Día,Salud,Negativa,Esto estaba haciendo un hombre en Ibagué cuando una caneca se le explotó en la cara,Yuldaima,"Se trata del caso de un hombre que realizaba un trabajo con una pulidora y ocasionó la explosión de una caneca la cual presuntamente no había sido desgasificada. El sujeto cortaba la caneca de aproximadamente 55 galones, la cual conservaba aún algunos gases que hicieron contacto con las chispas generando así el estallido.  

El hecho ocurrió en el barrio Yuldaima, al sur de Ibagué. Se conoció que el hombre sufrió heridas en su rostro, quien fue llevado de inmediato a un centro asistencial y por fortuna está fuera de peligro. La onda explosiva causó afectaciones en la vivienda, los vidrios de la ventana se rompieron. De igual manera, este accidente alteró algunas viviendas vecinas.",-,http://www.elnuevodia.com.co/nuevodia/ibague/494628-esto-estaba-haciendo-un-hombre-en-ibague-cuando-una-caneca-se-le-exploto-en-la-cara
60,"viernes, septiembre 09, 2022",Semana,Semana,Seguridad,Negativa,"Reconocido DJ de Ibagué, denunciado por maltratar a su expareja, la seguiría acosando",Altos de Santa Sofia,"En 2020 se conoció una grave denuncia en la ciudad de Ibagué. Sharon Hernández, una joven de apenas 19 años, hizo publico que su novio, Andrés Felipe Matallana, le había dado una fuerte golpiza y había intentado matarla. El caso tuvo más fuerza, ya que el implicado era un reconocido DJ, propietario de una popular discoteca de la capital del departamento del Tolima.

La joven, hoy con 21 años, decidió irse del país y alejarse de todas las redes sociales para no tener ningún tipo de contacto con su exnovio, después de haber intentando matarla. Pero según informó su mamá, dos años después de lo sucedido, Sharon sigue siendo acosada por el reconocido DJ de la ciudad de Ibagué.

La mamá de Sharon Hernández también explicó que el abogado del exnovio de su hija solicitó un preacuerdo con la Fiscalía para que “Matallana se declare culpable para obtener beneficios”. La cita estaría para el próximo 6 de octubre.",Planes de incremento de seguridad,https://www.semana.com/nacion/articulo/reconocido-dj-de-ibague-denunciado-por-maltratar-a-su-expareja-la-seguiria-acosando/202257/
61,"viernes, septiembre 09, 2022",El Nuevo Día,El Nuevo Día,Seguridad,Negativa,Padrastro violaba a niña de 11 años en Ibagué: la madre lo pilló por extraño comportamiento,Ciudad de Ibagué en general,"En un trabajo coordinado entre investigadores del CTI de la Fiscalía General de la Nación y la Policía Nacional en el Tolima, fue capturado un hombre señalado por el ente acusador de violentar la integridad física y sexual una niña menor de edad quien se aprovecharía de su cercanía, al ser su pariente, para abusarla.

El abusador sería su padrastro. Se trata de un hombre de 36 años señalado de haber sometido a vejámenes sexuales a la hija de su pareja entre octubre del año 2017 cuando tenía 11 años de edad hasta el 17 de mayo del año 2021, en episodios ocurridos en Cúcuta y en Ibagué. La madre empezó a sospechar que algo estaba pasando al ver el comportamiento extraño entre su esposo e hija por lo que decidió abordarla dándose cuenta de lo ocurrido y fue así como interpuso la respectiva denuncia.",Planes de incremento de seguridad,http://www.elnuevodia.com.co/nuevodia/judicial/494649-padrastro-violaba-nina-de-11-anos-en-ibague-la-madre-lo-pillo-por-extrano
62,"viernes, septiembre 09, 2022",El Nuevo Día,El Nuevo Día,Economía,Positiva,Ibagué será sede de importante campeonato deportivo: ayudará al turismo,Club Campestre,"Con el apoyo de Indeportes Tolima y en el fortalecimiento de la estrategia Ibagué Destino Deporte la Federación Colombiana de Golf realizará en el Club Campestre de la capital musical la edición 38 del Campeonato Nacional Infantil ""Copa Enrique Bambuco Samper"".

El sistema de Campeonato será en dos tandas: los primeros tres días, del 11 al 13 de septiembre, tendrán acción los niños, mientras que del 15 al 17 del mismo mes el turno será para las niñas.

Este evento, el más importante de la categoría infantil del Golf en Colombia  reunirá los mejores talentos de este deporte y otros en camino de consolidarse como juveniles.",Ampliacion y apoyo a proyectos de innovación,http://www.elnuevodia.com.co/nuevodia/deportes/494637-ibague-sera-sede-de-importante-campeonato-deportivo-ayudara-al-turismo
63,"viernes, septiembre 09, 2022",El Nuevo Día,El Nuevo Día,Medio ambiente,Negativa,¡Vuelve y Juega! Ibagué registra más de 10 incendios en un día,Ciudad de Ibagué en general,"En las últimas horas, se conoció el registro de los incendios forestales generados en Ibagué, el más grande fue de 2.5 hectáreas de pasto quemado. El segundo fue en Nueva Castilla, con 600 metros de hierba seco quemado. Hubo uno más en Altos de Guala. Y el resto se consignaron en el Topacio, barrio Popular y en el sector de El Arado.

Adicionalmente, ocurrieron dos incendios forestales más que se controlaron: Uno en la cárcel de Picaleña de tres hectáreas de pasto seco y el segundo en la vía al Aeropuerto con 300 m² también de material vegetal. 

Es de resaltar que varias de las emergencias registradas se deben a las altas temperaturas del último mes. Por ende, se insta a la ciudadanía a no arrojar colillas de cigarrillo, vidrios o botellas que puedan provocar incendios en las zonas verdes de la capital, para así prevenir situaciones de emergencia.",Acciones de prevención en emergencias,http://www.elnuevodia.com.co/nuevodia/ibague/494619-vuelve-y-juega-ibague-registra-mas-de-10-incendios-en-un-dia
64,"viernes, septiembre 09, 2022",El Olfato,Redacción Ibagué,Movilidad,Neutral,Impusieron comparendos a vehículos de transporte informal en la Terminal de Ibagué,Terminal de transportes,"La Secretaría de Movilidad de Ibagué impuso comparendos a conductores de transporte informal, quienes esperaban pasajeros a las afueras de la Terminal. Así lo informó la Alcaldía, la cual indicó que el operativo se realizó en la mañana de este viernes.

Estos operativos han causado molestia en algunos conductores de transporte informal, pues indicaron que ellos también tienen derecho a trabajar.",Controles de movilidad y transporte formal e informal,https://www.elolfato.com/ibague/impusieron-comparendos-a-vehiculos-de-transporte-informal-en-la-terminal-de-ibague
65,"viernes, septiembre 09, 2022",Ecos del Combeima,Camilo Patiño,Movilidad,Positiva,Los proyectos estratégicos que transformarían la movilidad de Ibagué,Ciudad de Ibagué en general,"Cuando de hablar de movilidad se trata, el alcalde Andrés Fabián Hurtado expone un 'abanico' de proyectos para la capital del Tolima. El más 'palpable' es el Sistema Estratégico de Transporte Público, que goza de ejecución en curso y cuenta con el respaldo financiero del Gobierno Nacional.

No obstante, la intención del mandatario es dejar al menos en proyección -con estudios y diseños- el cable aéreo para fortalecer la política del transporte 'limpio' e incentivar la oferta turística, así como también el tranvía como una alternativa para los usuarios.",Mantenimiento de vias,https://www.ecosdelcombeima.com/ibague/nota-199682-los-proyectos-estrategicos-que-transformarian-la-movilidad-de-ibague
66,"viernes, septiembre 09, 2022",El Olfato,Juanita Barragán Urrea,Trabajo,Positiva,Sena ofrece 135 vacantes de empleo,Ciudad de Ibagué en general,"El Servicio Nacional de Aprendizaje, SENA, tiene 135 ofertas de empleo disponibles en el Tolima. Las personas aptas para postularse son colombianos con carreras técnicas o profesionales, y extranjeros que cumplan con todos los requisitos legales. La mayoría de oportunidades están disponibles para El Espinal e Ibagué.

Tenga en cuenta que no se recibirán las ojas de vida en ningún correo electrónico y todas las inquetudes serán resueltas por medio de la página. ",Oportunidades de trabajo y ampliación laboral,https://www.elolfato.com/ibague/sena-ofrece-135-vacantes-de-empleo
67,"viernes, septiembre 09, 2022",Pulzo,Pulzo,Movilidad,Neutral,Día sin carro y sin moto en Ibagué: vehículos que sí pueden circular sin restricciones,Ciudad de Ibagué en general,"La fecha está fijada para el próximo 21 de septiembre y este evento tiene como propósito reducir huella de carbono y contribuir con el medio ambiente.
La segunda jornada del año del día sin carro y sin moto, estipulada en el Acuerdo 009 de 2018, se desarrollará de 6 de la mañana a 8 de la noche este 21 de septiembre, y tendrá una sanción económica de $ 496 mil para aquellos conductores que infrinjan la norma y no estén dentro de las excepciones.

Respecto a las actividades que se llevarán a cabo ese día, la secretaria de Movilidad, Lucía Liévano, manifestó, “vamos a tener jornadas pedagógicas de control de emisión de gases por parte de Cortolima en cuatro puntos de la ciudad. También estarán presentes los Centros de Diagnóstico Automotor, al igual que nuestros Agentes de Tránsito que estarán ubicados en distintas zonas haciendo cumplir el Decreto expedido por la Alcaldía”.",controles regulatorios  y seguimiento,https://www.pulzo.com/nacion/ibague-hoy-cuando-es-dia-carro-moto-septiembre-PP1869103A
68,"viernes, septiembre 09, 2022",Ecos del Combeima,Miguel Angel Figueroa,Medio ambiente,Neutral,En video: esto fue lo que generó un fuerte ventarrón en Ibagué,El Salado,"Teniendo los fuertes vientos que por estos días se registran en Ibagué, se conoció de una novedad en el norte de la ciudad que pudo haber causado una tragedia. Según se pudo establecer, la situación ocurrió pasadas las tres de la tarde de ayer, mientras los vecinos de Portales del Norte en El Salado estaban descansando.

Sin embargo, muchos de los residentes de la zona quedaron sentados al escuchar el fuerte ruido que generó el desprendimiento del tejado de un parqueadero. Según se conoció, el viento levantó y desprendió toda la estructura, causando que el tejado quedara obstaculizando la vía de acceso hacia algunas casas. 

Afortunadamente en medio de la situación no se reportan personas lesionadas, teniendo en cuenta que por fortuna nadie estaba haciendo tránsito por la zona. Por ahora se desconoce si los daños están representados solo en la estructura o hubo alguna otra afectación.",Acciones de prevención en emergencias,https://www.ecosdelcombeima.com/ibague/nota-199675-en-video-esto-fue-lo-que-genero-un-fuerte-ventarron-en-ibague
69,"viernes, septiembre 09, 2022",Blu Radio,Noticias Caracol,Seguridad,Negativa,Intento de hurto a un vehículo en Ibagué dejó a tres personas desaparecidas,Ciudad de Ibagué en general,"Un intento de hurto a un vehículo en Ibagué tuvo durante varias horas en vilo a las autoridades. Durante ese lapso, tres personas, que estaban al interior del automóvil, estuvieron desaparecidas. Al parecer los delincuentes implicados pretendían robar el vehículo donde se desplazaban los ciudadanos afectados.

Por aire y tierra, hombres de la Policía y el Ejército buscaron a las tres personas que fueron retenidas por dos sujetos que al parecer pretendían robar un automotor. Gracias a la acción de la Policía el vehículo fue interceptado y los ladrones huyeron, obligando a sus víctimas a permanecer ocultas mientras se daban a la fuga.

El comandante de la Policía Metropolitana de Ibagué, Carlos Oviedo, indicó que con ayuda de las autoridades fue posible dar con el paradero del vehículo.",Planes de acciones en contra de bandas criminales,https://noticias.caracoltv.com/colombia/intento-de-hurto-a-un-vehiculo-en-ibague-dejo-a-tres-personas-desaparecidas-rg10
70,"viernes, septiembre 09, 2022",Caracol Radio,Francy Robayo,Salud,Neutral,Altas temperaturas siguen predominando en varias zonas del Tolima,Ciudad de Ibagué en general,"Se mantiene la alerta por parte de los organismos de socorro, con relación a las altas temperaturas que siguen predominando en algunas zonas del Tolima y que están originando incendios forestales.

Entre las poblaciones que se han generado varias emergencias se encuentran Prado, Natagaima, Guamo, Purificación, Ibagué, entre otros, así lo indicó el secretario de Ambiente y Gestión del Riesgo del Tolima Felipe Barragán.

Se ha hecho un llamado la comunidad para que eviten realizar las denominadas quemas controladas de cultivos, que derivan en grades incendios que causan impactos negativos al medio ambiente, como lo sucedido en Prado en donde una conflagración en la represa hace algunos días, afectó más de 250 hectáreas de vegetación.",Acciones de prevención en emergencias,https://caracol.com.co/emisora/2022/09/09/ibague/1662720624_128004.html
71,"viernes, septiembre 09, 2022",El Olfato,Redacción Ibagué,Movilidad,Neutral,Uso de prenda reflectiva para motociclistas no es claro: Veeduría a Secretaría de Movilidad de Ibagué,Ciudad de Ibagué en general,"La secreta´ria de Movilidad de Ibagué ha sido incoherente y ha malinterpretado la nueva medida del uso de la prenda reflectiva, según denunció una veeduría de la ciudad. De acuerdo con Rubén Darío Calderón, representante de Veemóvil, lo expresado por el coronel Jesús Antonio Prado, comandante de los Agentes de Tránsito, sobre exigir la prenda -por ahora- solo en la noche, es incorrecto.",controles regulatorios  y seguimiento,https://www.elolfato.com/ibague/uso-de-prenda-reflectiva-para-motociclistas-no-es-claro-veeduria-a-secretaria-de-movilidad-de
72,"viernes, septiembre 09, 2022",El Irreverente,El Irreverente,Educación,Neutral,Alcaldía de Ibagué invita a la conformación de veedurías ciudadanas del PAE,Ciudad de Ibagué en general,"La Administración Ibagué Vibra, consciente de la importancia del ejercicio del control social propositivo y proactivo, invita a los ciudadanos ibaguereños a que constituyan veedurías ciudadanas para realizar vigilancia al Programa de Alimentación Escolar, que permita su mejoramiento continuo y la garantía de los derechos de los niños y jóvenes.

Los interesados en conformar una veeduría encontrarán todos los requisitos, procedimiento y objetivos de la misma en la Ley 850 de 2003, que regula de manera nacional lo concerniente a este mecanismo de control social.

La inscripción de este documento se realizará ante la Personería Municipal o la Cámara de Comercio de Ibagué, que llevan el registro público de las veedurías inscritas en la zona. Su objeto será ejercer vigilancia preventiva y posterior del proceso de gestión haciendo recomendaciones escritas y oportunas ante las entidades que ejecutan el programa.",controles regulatorios  y seguimiento,https://elirreverenteibague.com/noticia/15000/Alcald%C3%ADa-de-Ibagu%C3%A9-invita-a-la-conformaci%C3%B3n-de-veedur%C3%ADas-ciudadanas-del-PAE
73,"viernes, septiembre 09, 2022",Ecos del Combeima,Ecos del Combeima,Medio ambiente,Negativa,¿Irresponsabilidad humana? No se detienen los incendios provocados en Ibagué,Ciudad de Ibagué en general,"La Administración Municipal, en su compromiso de preservar la vida e integridad de los ciudadanos, continúa atendiendo las emergencias a través del Cuerpo Oficial de Bomberos. 

Entre las emergencias más recurrentes durante esta temporada de menos lluvias se encuentran incendios y accidentes. 

Asimismo, este jueves atendieron el caso de un hombre que realizaba un trabajo con una pulidora, y ocasionó la explosión de una caneca la cual presuntamente no había sido desgasificada.",Acciones de prevención en emergencias,https://www.ecosdelcombeima.com/ibague/nota-199668-irresponsabilidad-humana-no-se-detienen-los-incendios-provocados-en-ibague
74,"viernes, septiembre 09, 2022",Ondas de Ibagué,Daniel García,Movilidad,Negativa,¡Increíble! Moto se estrelló con una buseta y terminó incendiándose en Ibagué,Simón Bolívar,"Un nuevo accidente de tránsito que involucra a una motocicleta y una buseta de servicio de transporte público colectivo, se presentó en las últimas horas en la ciudadela Simón Bolívar carril ascendente este jueves.

El hecho se produjo debido al choque que sufrió el motorizado que impactó por detrás a la buseta y posteriormente se prendió en llamas, dejando herido al conductor de la motocicleta que fue llevado a un centro asistencial para ser valorado.

Este caso quedó grabado en video cuando la moto se aprecia sobre la vía incendiándose, lo que llevó a cerrar la vía mientras se solucionaba la emergencia.",Planes de mejoras en seguridad vial,https://www.ondasdeibague.com/noticias/principales/59-destacadas/46091-increible-moto-se-estrello-con-una-buseta-y-termino-incendiandose-en-ibague
75,"viernes, septiembre 09, 2022",Ondas de Ibagué,Kelly Perdomo,Seguridad,Negativa,Familia habría sido raptada en Ibagué,Ciudad de Ibagué en general,"En la última hora cuatro personas, al parecer entre ellos una adulta mayor y un menor de edad, fueron secuestrados por unos sujetos a bordo de una camioneta negra en la avenida Ambalá.

El Grupo Antisecuestro del Gaula Tolima realizó la persecución al vehículo que huyó hasta el peaje de Payande, dónde los presuntos secuestradores dejaron la camioneta abandonada, llevándose consigo a las víctimas, huyendo por la zona boscosa del sector.

A esta hora las autoridades se encuentran realizando plan candado por todo el sector, con helicópteros y un fuerte operativo buscan rescatar a las personas. Hasta el momento no hay capturados y se encuentra cerrada la vía a Playa Hawai.",Planes de incremento de seguridad,https://www.ondasdeibague.com/noticias/judiciales/46116-familia-habria-sido-raptada-en-ibague
76,"viernes, septiembre 09, 2022",Ondas de Ibagué,Ondas de Ibagué,Seguridad,Negativa,"Ante nuevos suicidios, revive propuesta de implementos de seguridad en el puente de la Variante",Variante Ibagué – Cajamarca,"La petición incluye la instalación de barandas, mallas y cámaras de seguridad. Ante los lamentables hechos que se registraron el día 7 de septiembre, donde  una persona perdió la vida, consecuencia de su decisión de lanzarse desde el Puente}ubicado sobre el sector de la Variante Ibagué – Cajamarca, la personera Municipal de Ibagué, en calidad de agente del Ministerio Público, de manera conjunta con la Procuraduría General de la Nación, solicitaron formal y respetuosamente, al Despacho Judicial que conoce de la Acción Popular 293-2021 impetrada por la Personería desde el año 2021, que se estimara lo pertinente procesalmente para dar por cerrada la etapa probatoria, y el impulso necesario para obtener el pronunciamiento de fondo del asunto.

En tal sentido, la Personera Municipal de Ibagué, Francy Johana Ardila, clama para que las entidades competentes, adopten con urgencia las medidas necesarias, con el fin de prevenir situaciones nefastas como las que de manera reiterada se han venido presentando, causando la pérdida irreparable de vidas humanas, en la comunidad Ibaguereña.",Planes de mejoras en seguridad vial,https://ondasdeibague.com/noticias/principales/65-destacadas-2/46093-ante-nuevos-suicidios-revive-propuesta-de-implementos-de-seguridad-en-el-puente-de-la-variante
77,"viernes, septiembre 09, 2022",Ondas de Ibagué,Daniel García,Seguridad,Negativa,¡Indignante! Niño sin piernas ni brazos fue víctima de la delincuencia en Ibagué,Villa del Sol,"Un hecho lamentable conoció las Noticias de Ondas de Ibagué, que da cuenta del robo a la patineta de un menor edad en condición de discapacidad, que tiene focomelia tetramelia, la cual es una malformación de origen teratogénico que consiste en la ausencia de huesos y músculos en las extremidades superiores o inferiores.

Vanessa Rojas, madre denunciante, explicó que fuera de su vivienda ubicada en el barrio Villa del Sol, se presentó el lamentable hecho donde en situaciones extrañas se llevaron la patineta.

A su vez, contó que ya hizo la denuncia por medio de redes sociales, con el fin de que los ciudadanos puedan ayudar a encontrarla, ya que es el deporte que practica Emanuel.",Planes de incremento de seguridad,https://ondasdeibague.com/noticias/principales/46106-indignante-nino-sin-piernas-ni-brazos-fue-victima-de-la-delincuencia-en-ibague
78,"viernes, septiembre 09, 2022",Alerta Tolima,Juliette Alexandra Echeverry Bonilla,Movilidad,Negativa,¡Se defienden los mototaxistas de Ibagué! La otra cara de la moneda,Ciudad de Ibagué en general,"En diálogo con La Cariñosa 1.420 AM, los mototaxistas aprovecharon para hablar de este tema tan controversial en la ciudad como lo es su trabajo que hace parte del transporte ilegal y que afecta la actividad legalizadas como es el caso de la industria del taxi y donde se han dado hasta disputas en las calles por los usuarios que en muchas ocasiones, terminan tomando este tipo de modalidad informal.

Asimismo, los taxistas aseguran que esta modalidad de transporte aparte de ‘ilegal’ es ‘desleal’, pues les quita los clientes, desestabilizando al gremio y por ende su economía. Por otro lado, representantes del mototaxismo en la ciudad aseguran que no trabajan expuestos a críticas porque quieran, sino porque debido a la recesión laboral de la ciudad, se han visto obligados a buscar alternativas que les permita llevar un sustento a sus hogares.",Planes de mejoras en seguridad vial,https://www.alertatolima.com/noticias/tolima/ibague/se-defienden-los-mototaxistas-de-ibague-la-otra-cara-de-la-moneda
79,"viernes, septiembre 09, 2022",A la luz Publica,A la luz Publica,Salud,Negativa,Abandonan a un abuelo en el hospital del sur de Ibagué,Yuldaima,"Familia de ingratos dejó al longevo para descargarse de sus cuidados. El desamparado es Aquiles Ocampo, de 78 años de edad, a quien sus allegados dejaron en una silla de la USI del barrio Ricaurte y luego se esfumaron, como si de malhechores se tratara, dándose a la fuga.

Se revisan los registros de las cámaras de seguridad de la zona, con el fin de dar con el paradero de los irresponsables, según se conoció. El paciente que presenta deterioro cognitivo propio de su longevidad, se encuentra temporalmente en las instalaciones del CAI del barrio Yuldaima a la espera de ser recogido.",-,https://www.alaluzpublica.com/abandonan-a-un-abuelo-en-el-hospital-del-sur-de-ibague/
80,"sábado, septiembre 10, 2022",Alerta Tolima,Juliette Alexandra Echeverry Bonilla,Trabajo,Positiva,Ibagué le apuesta a grandes inversiones en infraestructura con meta al 2024,Ciudad de Ibagué en general,"Dentro del Plan de Desarrollo, por eso el Gobierno local, ha contado con cerca de $100.000 millones para mejorar la malla vial de la ciudad, además de $40.000 millones aportados por la Gobernación del Tolima. Entre las obras se destaca la construcción de la calle 103, que era esperada desde hace más de 30 años.",Inversión en infraestructura,https://www.alertatolima.com/noticias/tolima/ibague/ibague-le-apuesta-grandes-inversiones-en-infraestructura-con-meta-al-2024
81,"sábado, septiembre 10, 2022",Ondas de Ibagué,Daniel García,Seguridad,Negativa,Dos accidentes de tránsito se presentaron esta madrugada en Ibagué,Ciudad de Ibagué en general,"Continúan presentándose accidentes de tránsito en esta capital, durante las últimas horas se presentaron dos hechos que involucran vehículos particulares y públicos.

El primer hecho, se originó sobre la 1:00 a.m., en la Avenida Ambalá con calle 38 carril bajando, en el que el vehículo se volcó.

El otro hecho que se registró involucra dos vehículos que se chocaron en la carrera Quinta con calle 60.","Planes de control de velocidad, embriaguez y señalización",https://www.ondasdeibague.com/noticias/principales/59-destacadas/46132-dos-accidentes-de-transito-se-presentaron-esta-madrugada-en-ibague
82,"sábado, septiembre 10, 2022",El Cronista.co,El Cronista.co,Movilidad,Positiva,"Los compromisos de MinTransporte con Ibagué y el Tolima
",Ciudad de Ibagué en general,"El ministro de Transporte, Guillermo Reyes, y el presidente de la Asamblea Departamental, Marco Hincapié, sostuvieron una mesa de trabajo con el propósito de definir los temas de Ibagué y el Tolima que requieren una atención prioritaria por parte del Gobierno Nacional.",Desarrollo de proyectos viales,https://elcronista.co/actualidad/los-compromisos-de-mintransporte-con-ibague-y-el-tolima
83,"sábado, septiembre 10, 2022",ALCALDÍA MUNICIPAL DE IBAGUÉ,Secretaría de la Cultura,Trabajo ,Positiva,Participe en la convocatoria de beneficios económicos para artistas de la tercera edad,Ciudad de Ibagué en general,"La Alcaldía de Ibagué abrió una nueva convocatoria de Beneficios Económicos Periódicos, BEPS, un programa de ahorro voluntario para proteger a integrantes del sector artístico que no cuentan con recursos para cotizar su pensión.

Los artistas gestores o creadores culturales que ahorren en BEPS podrán construir el capital que les permitirá disfrutar en su vejez de un ingreso económico de por vida. ",Impulsos economicos a personas de la tercera edad del sector artístico,https://ibague.gov.co/portal/seccion/noticias/index.php?idnt=13030
84,"sábado, septiembre 10, 2022",SECRETARIA DE MOVILIDAD DE IBAGUÉ,SECRETARÍA DE MOVILIDAD.,Movilidad,Positiva,Ministro de Transporte se comprometió con agilizar proyectos del Aeropuerto Perales y SETP,Ciudad de Ibagué en general,"El ministro de Transporte, Guillermo Reyes, realizó un recorrido en la obra de doble calzada que comunica Ibagué con Cajamarca y que pronto será entregada por el Gobierno Nacional. 

Asimismo, en su visita a la Institución Educativa Ciudad Luz resaltó la importancia de las contribuciones que hacen las concesionarias a las comunidades al desarrollar proyectos como los de la doble calzada que permitió la construcción del plantel. ",Monitoreo de grandes obras viales,https://ibague.gov.co/portal/seccion/noticias/index.php?idnt=13031
85,"sábado, septiembre 10, 2022",Ondas de Ibagué,Daniel García,Salud,Negativa,Polideportivo del Maracaná de Ibagué: entre el olvido y abandono,Ciudad de Ibagué en general,"Una grave denuncia conoció Ondas de Ibagué sobre el mal estado del Polideportivo Maracaná, ubicado al sur de esta capital, en el cual de acuerdo con el denunciante está en un abandono rotundo por parte de la administración local.

Edwin Moreno, residente de la zona, lamentó el estado en que se encuentra el escenario deportivo, especialmente la piscina que evidencia el mayor deterioro y abandono, que ahora es una nacedero de animales.",Mantenimiento de instalaciones deportivas,https://www.ondasdeibague.com/noticias/principales/65-destacadas-2/46137-polideportivo-del-maracana-de-ibague-entre-el-olvido-y-abandono
86,"sábado, septiembre 10, 2022",El Cronista.co,El Cronista.co,Movilidad,Neutral,"Pronta solución al problema vial entre Cajamarca e Ibagué, pide Orozco",Via Cajamarca e Ibague,"Durante la primera visita oficial al Tolima del ministro de Transporte, Guillermo Reyes, el gobernador Ricardo Orozco Valero enfatizó en la necesidad de que la Agencia Nacional de Infraestructura (ANI) establezca un plan de obras para intervenir los puntos críticos de la doble calzada Ibagué - Cajamarca.

Los hundimientos y las grietas en varios puntos de la antigua vía que comunica a la capital del Tolima con la llamada ‘Despensa Agrícola de Colombia’ han generado problemas de movilidad y afectaciones económicas, en especial para los transportadores de carga y pasajeros, recordó el mandatario de los tolimenses.

Dentro de su agenda con el ministro de Transporte, el mandatario de los tolimenses también recorrió 'Puente 20', dos megaviaductos que hacen parte de la doble calzada entre Ibagué y Cajamarca, y que están próximos para ser entregados y puestos en operación.",Mantenimiento de vias,https://elcronista.co/actualidad/pronta-solucion-al-problema-vial-entre-cajamarca-e-ibague-pide-orozco
87,"sábado, septiembre 10, 2022",La voz del pueblo,Juan Conejo,Movilidad,Positiva,Ibagué presenta con expectativa proyectos estratégicos que transformarían la movilidad,Ciudad de Ibagué en general,"SETP, cable aéreo, tranvía y aeropuerto internacional han sido algunas de las propuestas mencionadas por el alcalde Hurtado tras visita de MinTransporte. No obstante, la intención del mandatario es dejar al menos en proyección -con estudios y diseños- el cable aéreo para fortalecer la política del transporte 'limpio' e incentivar la oferta turística, así como también el tranvía como una alternativa para los usuarios.

A comienzos del 2022, el Gobierno Nacional reiteró el acompañamiento y seguimiento al Sistema Estratégico de Transporte Público, a través del Ministerio del Transporte, que le permitirá a la ciudad movilizarse de manera más segura y rápida.",Ingreso a servicios de transporte y mantenimiento del mismo,https://www.lavozdelpueblo920am.com/ibague/14193-ibague-presenta-con-expectativa-proyectos-estrategicos-que-transformarian-la-movilidad
88,"sábado, septiembre 10, 2022",El Olfato,Redacción Ibagué,Economía,Neutral,"Ciudadanos de Ibagué, a conformar veeduría del Programa de Alimentación Escolar",Ciudad de Ibagué en general,"Vigilar los procesos del Programa de Alimentación Escolar (PAE) en Ibagué será la función de los veedores ciudadanos que se organicen para este fin en la ciudad. La invitación es para que las personas interesadas conformen el grupo, según los requisitos, procedimiento y objetivos de la Ley 850 de 2003, que regula el mecanismo de veedurías ciudadanas en todo el país.

De acuerdo con la Alcaldía, los ciudadanos pueden constituir la veeduría en forma plurar o a través de grupos civiles como organizaciones comunitarias, profesionales, juveniles, sindicales, entidades benéficas o de utilidad común, no gubernamentales y sin ánimo de lucro.",Conocimiento de postulantes,https://www.elolfato.com/ibague/ciudadanos-de-ibague-a-conformar-veeduria-del-programa-de-alimentacion-escolar
89,"sábado, septiembre 10, 2022",Pulzo,Pulzo,Medio ambiente,Negativa,Moto se incendió después de chocar contra una buseta; no hubo heridos de gravedad,Ciudadela Simón Bolívar,"Una motocicleta de placa GXN 63E se quemó, luego de chocar contra una buseta de servicio público en la tercera etapa de la Ciudadela Simón Bolívar, cerca de la Casa de la Justicia, en Ibagué, Tolima.

Hacia las 3 de la tarde del pasado jueves, por la calzada que lleva a la avenida Pedro Tafur, desde la Ciudadela Simón Bolívar, el conductor de la motocicleta chocó contra la buseta de placa WTM 153, con número interno TT-1021, afiliada a Tures Tolima. Al sitio también arribaron uniformados de la Policía Metropolitana de Ibagué.

Cifras del Observatorio Nacional de Seguridad Vial señalan que 61 personas perdieron la vida entre enero y octubre del año pasado, a causa de siniestros viales. Adicionalmente, se registraron 670 lesionados. Es por eso que el llamado pasa por manejar a la defensiva, en aras de prevenir una tragedia",Planes de mejoras en seguridad vial,https://www.pulzo.com/nacion/ibague-hoy-moto-choco-con-buseta-se-incendio-PP1868824A
90,"sábado, septiembre 10, 2022",Caracol Radio,Francy Robayo,Economía,Positiva,Más de 4.000 deportistas participan en Panamericano de Patinaje en Ibagué,Ciudad de Ibagué en general,"La capital tolimense sigue siendo pionera en los eventos deportivos de carácter nacional e internacional, esto permite seguir dinamizando la economía de la ciudad y logrando un posicionamiento a nivel nacional e internacional.

Las actividades se están realizando en el Parque Deportivo uno de los escenarios que cumple con las normas de calidad y reglamentación para las competencias de carácter internacional. En el marco del evento se dinamizan las ventas del comercio, ocupación hotelera, restaurantes, entre otros sectores.",Oportunidades de trabajo y ampliación laboral,https://caracol.com.co/emisora/2022/09/10/ibague/1662813851_949247.html
